fecha,hipodromo,nro_carrera,hora,premio,distancia,superficie,numero,caballo,padrillo,peso,jinete,preparador
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,1,QUEEN ANY,Cloud Computing,55,F.Morales,R.Montesinos. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,2,ESTRATEGO,Exaggerator,56,A.Villagra,R.RojasS. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,3,DOMINGO Y PRINCIPE,Domingo Siete,54,M.Morales (R-4),J.UbillaP. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,4,LA TOSTADORA,Cupid,55,P.Galaz,Jn.GonzalezM. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,5,MARKINABIZKAIA,Annual Report,55,J.Villabianca,D.ContrerasA. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,6,GRAN FACUNDO,Grand Daddy,55,B.Ayala,J.HirmasR. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,7,CUANDO LLEGO GANO,El Distinto,54,R.Fuenzalida,Jn.GonzalezM. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,8,GRAN NONO,Strong Mandate,56,And.Covarrubias,G.CovarrubiasE. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,9,MR RANGER,Mr Speaker,55,J.Eyzaguirre,I.MicheaF. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,10,MECEDOR,Hold Me Back,56,M.Gutierrez,A.JaqueS. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,11,FRANCOLI,Seeking The Dia,54,N. [cite_start]Molina,R.QuirozS. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,12,GRAN PEPE,Grand Daddy,55,N.Ramirez,E.SwittV [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,13,CITY BLUE,Seeking The Dia,55,A.Varas,J. [cite_start]Venegas P. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,14,MARRAKECH,El Milagrito,55,M.Fuentes,G.CovarrubiasE. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,1,12:30,Momix,1200,ARENA,15,PELUKA,Frank Conversation,55,V.Miranda,J.PicharaJ. [cite: 1632, 1636, 1639, 1645, 1652]
21-02-2026,Hipódromo Chile,2,12:55,Manifestacion,1000,ARENA,1,SERKET,Bilzerian,55,N.Santibanez,M.ApablazaG. [cite: 1635, 1636, 1645, 1653, 1655]
21-02-2026,Hipódromo Chile,2,12:55,Manifestacion,1000,ARENA,2,BELLA CHICHI,Distorted Economy,55,P.Galaz,Jn.GonzalezM. [cite: 1635, 1636, 1645, 1653, 1655]
21-02-2026,Hipódromo Chile,2,12:55,Manifestacion,1000,ARENA,3,SONG SONG BLUE,Dubai Sky,55,J.Villablanca,C.QuirozE. [cite: 1635, 1636, 1645, 1653, 1655]
21-02-2026,Hipódromo Chile,2,12:55,Manifestacion,1000,ARENA,4,LA UNIVERSITARIA,Bad Daddy,55,P.Zuniga,R.QuirozS. [cite: 1635, 1636, 1645, 1653, 1655]
21-02-2026,Hipódromo Chile,2,12:55,Manifestacion,1000,ARENA,5,RICOCHET,Good Samaritan (Us,55,R.Painen,M.PerezA. [cite: 1635, 1636, 1645, 1653, 1655]
21-02-2026,Hipódromo Chile,2,12:55,Manifestacion,1000,ARENA,6,LA CIA,International Star,55,N.Rojas(4),O.DonateS. [cite: 1635, 1636, 1645, 1653, 1655]
21-02-2026,Hipódromo Chile,2,12:55,Manifestacion,1000,ARENA,7,SINAG,Good Samaritan (Us,55,D.Cheuque (4),R.QuirozS. [cite: 1635, 1636, 1645, 1653, 1655]
21-02-2026,Hipódromo Chile,2,12:55,Manifestacion,1000,ARENA,8,GUAGUA FELIZ,Newfoundland,55,A.Varas,A.AvilesL. [cite: 1635, 1636, 1645, 1653, 1655]
21-02-2026,Hipódromo Chile,2,12:55,Manifestacion,1000,ARENA,9,SANSSITA,Mendelssohn (Usa),55,And.Covarrubias,L. [cite_start]PerezA. [cite: 1635, 1636, 1645, 1653, 1655]
21-02-2026,Hipódromo Chile,2,12:55,Manifestacion,1000,ARENA,10,LA CADYTA,Patternrecognition,55,P.Reyes,F.PinochetP. [cite: 1635, 1636, 1645, 1653, 1655]
21-02-2026,Hipódromo Chile,2,12:55,Manifestacion,1000,ARENA,11,TIGUARDA,Dylan Thomas,55,N.Venegas,Jn.GonzalezM. [cite: 1635, 1636, 1645, 1653, 1655]
21-02-2026,Hipódromo Chile,2,12:55,Manifestacion,1000,ARENA,12,LA JESHU,Distorted Economy,55,G.Rodriguez,E.BecarB. [cite: 1635, 1636, 1645, 1653, 1655]
21-02-2026,Hipódromo Chile,3,13:20,Maipo,1900,ARENA,1,GOGOL,Classic Empire (Us,53,N.Ramirez,R.SanchezQ. [cite: 1636, 1645, 1657, 1662, 1664]
21-02-2026,Hipódromo Chile,3,13:20,Maipo,1900,ARENA,2,TOMMY SHELBY,Constitution,59,Seb.Gonzalez,J.ArayaB. [cite: 1636, 1645, 1657, 1662, 1664]
21-02-2026,Hipódromo Chile,3,13:20,Maipo,1900,ARENA,3,PRENDE CON AGUA,International Star,51,N.Molina(R-2),E.LabR. [cite: 1636, 1645, 1657, 1662, 1664]
21-02-2026,Hipódromo Chile,3,13:20,Maipo,1900,ARENA,4,LIVE IN FEAR,Constitution,55,H.Ochoa(R-6),X.UrendaP. [cite: 1636, 1645, 1657, 1662, 1664]
21-02-2026,Hipódromo Chile,3,13:20,Maipo,1900,ARENA,5,KERION (ARG) (Arg),Hi Happy (Arg),54,B.Troncoso,A.PadovaniE. [cite: 1636, 1645, 1657, 1662, 1664]
21-02-2026,Hipódromo Chile,3,13:20,Maipo,1900,ARENA,6,TREMENDO MACHO,Mendelssohn (Usa),57,J.Herrera,J.P.BaezaJ. [cite: 1636, 1645, 1657, 1662, 1664]
21-02-2026,Hipódromo Chile,3,13:20,Maipo,1900,ARENA,7,LE KOPPERS,Mo Town,53,R.Cisternas (R-3),J.P.BaezaJ. [cite: 1636, 1645, 1657, 1662, 1664]
21-02-2026,Hipódromo Chile,3,13:20,Maipo,1900,ARENA,8,FIVE THE RED,Mo -Town,57,J.Zuniga,J.ArayaB. [cite: 1636, 1645, 1657, 1662, 1664]
21-02-2026,Hipódromo Chile,4,13:46,Mapochino,1200,ARENA,1,SURPRISE BOX,Bated Breath (Gb) (2),56,N.Venegas,Jn.GonzalezM. [cite: 1636, 1645, 1666, 1667, 1671]
21-02-2026,Hipódromo Chile,4,13:46,Mapochino,1200,ARENA,2,DU PLESIS,Sky Mesa,56,P.Reyes,C.BermalG. [cite: 1636, 1645, 1666, 1667, 1671]
21-02-2026,Hipódromo Chile,4,13:46,Mapochino,1200,ARENA,3,UN DIA CONTIGO,Seeking The Dia (7),56,S.Munoz,L.PerezA. [cite: 1636, 1645, 1666, 1667, 1671]
21-02-2026,Hipódromo Chile,4,13:46,Mapochino,1200,ARENA,4,SATISFY MY SOUL,Sumerio,56,J.Castillo,L.ToledoC. [cite: 1636, 1645, 1666, 1667, 1671][cite_start]21-02-2026,Hipódromo Chile,4,13:46,Mapochino,1200,ARENA,5,SILVESTRIN,Daddy Long Legs (3),56,AlejandroI.Maureira,M.ApablazaG. [cite: 1636, 1645, 1666, 1667, 1671]
